83356243,85820059,59571533,16639005,69315388,91729442,17303825,14695981,45174370,12185681,17557679,21635760,29870204,25096397,56669474,30973423,92308591,80236025,92928801,5633845,26773241,9198136,72073723,54932726,85760254,46454493,48710985,31612801,49773983,40777896,89267536,83461963
77399915,3546816,62637155,79198449,34250707,69609542,18355580,48158801,95020160,83253463,39653280,56045566,18949968,9800848,48204095,7290331,27031550,33023021,94120372,30608689,48582093,48482322,21372824,77901879,79837626,15070900,98066798,50814044,94447091,40243237,55803381,64170471
52959872,40315667,96763673,79054721,18796161,96873499,67688413,68876179,14500904,72012708,49002795,7060690,67142542,98668341,93163410,1611981,81906467,33993957,68111038,15864651,57646093,49646321,17803254,75413584,67292501,72841837,2916228,31218160,1918675,70218349,90958395,24917925
41600827,84642155,32722488,61088599,37105351,86435915,38709682,46631683,62379716,86506423,49686469,98821456,97638499,9839381,23872613,26608968,10435915,25035960,18931431,37498944,57733998,69265796,71692079,46830917,31863730,10150191,432399,42584492,93976727,79601831,11633270,38257808
30240318,24900619,44632529,76424271,36815848,60635331,61200117,1496030,64286396,96869877,37947779,62117924,97884921,76495830,68216141,19643093,79828715,21410831,65291479,72497552,84253040,648002,86275489,23147150,29840726,51045409,92016593,75565633,97510797,89283141,57776789,43346113
72458023,39680862,87504441,35329548,94028534,13052227,26603405,5972602,22001704,67092628,58403051,10331738,66782504,2256875,5220907,78586193,67589894,87872296,2223967,7219296,76616781,20330876,76438568,58659488,79570364,2153081,14903905,5776162,45271936,91679971,71126678,83661873
348637,43910902,43237537,74752655,1154827,34567443,57085714,81588711,23197748,15557602,9364087,82076345,41514405,28946194,58944948,34597056,56648522,48778918,80535902,85093007,66809256,48482654,87880024,55450377,26997109,56660098,50924697,42092483,45444322,45316621,82703197,7006064
82399415,68498422,88045920,83079521,75429696,59686822,95064181,23996816,53288161,2133444,3094568,11395548,31538708,83028538,66687345,96452599,425383,34111039,6556999,44275774,85865869,16950685,78837078,42156061,51975665,81510788,86766896,27667385,18624720,72155203,33821511,96939306
95714023,69542274,61423937,59530348,37933432,40105195,1441588,12948584,84331339,55077113,1311573,7309894,55156714,62020360,55868921,66596717,87895362,91166312,32710074,11950798,11460784,89859459,25206220,62632178,13891990,49678582,94007881,9868569,91806282,42553395,5879824,45045129
89904855,48425945,820714,26897893,57957671,7165833,82928082,2686110,96002385,23707056,11910522,52961551,66507893,29737708,77610931,22570644,57434765,33864431,39225715,78016725,85765965,38133829,6889496,19831404,55902615,64963777,10688441,278526,51426629,2127573,89965097,10769759
62776554,95741887,56447694,36265713,29969431,33158514,37163193,8436405,79193227,33853615,61668875,10080225,2708418,22938415,73467472,44478786,85204983,73565561,26170880,72272566,74060235,83803296,8590787,23048533,92277256,46206269,75575683,35387806,70739809,53189841,12718780,50656871
32621639,7954953,90800085,92610960,12772605,27722949,69844257,3858307,89999009,87451779,67197812,43143484,28952572,28359595,2331755,62465339,26776821,37941620,69794724,84203207,16998623,71515301,3574284,97014551,35506702,12127379,14672635,65885519,60033213,78356592,52906382,49128472
76968038,41570934,39807997,34760639,84109814,12195261,48479829,71515537,88333637,99389904,51418017,48770908,84201650,87237054,86911722,59571789,30993360,49494491,26243846,47438000,20706858,10885832,75145060,84462077,86948559,89931544,85442905,2696163,57455241,79165967,6530128,40239408
16128495,23793349,23053672,91307276,93142884,62034686,54819755,19970735,83307541,9999194,66711483,69149989,34780273,7413786,86943827,80983985,26654800,89784904,60058668,21345609,98387323,1204053,80134954,19369823,67353953,43558787,31441510,25094165,81536102,26076839,74407089,63128749
59667252,81306466,15972776,3436382,31081429,53099952,18238327,81056756,60367502,76999360,25280678,66941011,932050,90129139,86044019,42118660,82766249,60336456,89657949,74413991,87652014,76933858,58266924,7705095,77403296,33679240,33465083,48149168,200062,20973154,80282916,18840368
1015835,33194699,57195065,24882457,23719404,25546963,37104458,76508961,30333694,60786639,41171483,72257284,40396614,41997719,31098192,82034186,31226299,69617358,11584293,22326500,65073570,54251131,17358284,51986684,16551147,55231405,95013866,3460937,40705679,1799725,79477038,18379701
74050891,1789881,77534742,81308848,61456854,78442743,25536300,81635171,98176995,7709060,27834430,43826495,12442134,50628091,327338,63702465,27290608,10221311,14948086,6364543,86174497,26747678,75621105,29364313,91417507,74787463,80495652,40558678,92993665,20312193,38813793,94319599
67320340,12165219,5888792,12855,73566892,91892924,13982635,98627028,6569723,76100070,7745337,87862774,36974674,14222828,58792364,17671533,29053042,70673018,197683,29309649,61727496,29733513,65554091,85155653,802321,22778451,47959290,57296790,95435853,41311869,95938808,56852323
72086463,16779572,53540323,13915032,32922881,11175328,15892490,71178712,11679345,41216193,30613294,61438626,64828095,95617996,44778509,73436919,94702598,95008772,79053915,36399764,66347510,40858812,47088961,17190307,79460751,20717901,56516495,81473504,93058823,64800725,20122781,56513687
60596993,79072893,16356014,50612934,81578306,52188051,147495,62180821,49483569,69413965,51777613,63033240,4949174,6713649,24397227,28573614,57909630,61235147,82909179,11256587,56767235,81587515,90578087,79454062,26534387,43152504,86859948,86921024,69005173,80048429,16979095,63126241
52778367,72105394,66774666,73614830,47606830,53918981,25234309,94400607,83888741,66414757,10910744,20244835,59558180,40059416,72620228,52603608,77637869,13058116,16027654,25593013,11570765,42337513,29229092,96602485,8883072,54972704,95128090,16780487,3703447,18380227,90884938,12965274
33785117,19606376,70164131,39249687,55072616,5453692,11136748,84057147,62705559,35412799,45191944,70398715,75622328,45985419,8195501,77333505,93400559,26267631,75990154,26724553,79310428,92144459,58437109,89800414,18190418,9281966,74105737,84143006,42849754,43875232,75164766,78665381
60276580,22408730,76651679,82684031,37386428,39472355,692659,77689994,30161299,4633084,59319097,53715611,2917656,45590657,14500461,43592206,96070270,28881467,8453453,50771298,64325295,32478141,72451565,60142600,49104803,20825196,83385359,13278094,26705551,93994333,5090518,706513
13502350,5863500,4272131,10269263,49163147,86774846,33545748,25565645,96657244,88570484,74920192,9879986,24451158,83854601,31767527,44024780,26007772,65418963,58215250,76931693,51108074,49554095,92098403,55170304,16113253,39704951,99988805,2695561,65192224,57910052,79341982,27118072
8751999,30762656,718741,91205212,69352823,72729024,49589017,17205237,58762829,67594750,10810450,28977085,86273089,463667,53942536,54939270,53633755,26029843,70181063,34569128,15782085,48588656,92057715,51117987,46782504,18210957,34751998,79620632,71540156,15796895,79250911,56891730
69352253,71114871,43320723,62219040,1539005,93006495,53707036,57283723,75383210,10106424,84321568,75710864,54155823,796493,32051840,18756948,31253912,34068618,77785123,51189555,24983303,63336747,65545330,72408641,32178739,18930415,67781435,65270462,76772028,3419643,75509366,80419802
79257717,31168864,952630,60808437,8985470,59302308,24226876,58132580,90916313,59867030,43363789,94795266,71924545,95619871,60701806,48759937,19794796,75819434,51426467,94369433,98260314,801341,34511797,22525191,1881403,94150724,98464382,64778504,12184994,61662575,10069874,86178669
14762340,86650946,44526358,32790012,11322455,24121263,78396695,91461213,37811317,9991363,77898915,36014873,74691616,90761225,46702874,2359140,19393292,48957410,11434318,25645084,64802496,47537612,49437531,39460812,38132503,57962140,25639051,52481198,13382811,68795583,87718480,31994003
74645522,87449652,43377148,40213139,13027292,47297232,58213045,49179877,54003545,83685456,69328841,27854692,21051203,47590622,11113479,84365021,69414053,25512666,86280881,50121499,68693103,29298146,45560881,43971402,57025781,5285105,43928398,1162250,40718485,85414922,24701910,3153635
87259234,38098789,41233012,8387078,40095171,2800525,25446961,19461447,50229390,53585928,9281084,72072072,46430684,30548893,52796826,40136989,83241536,46040403,43134352,9091821,43293095,39493774,6677621,6555387,26086488,41042413,38357774,96966795,8119635,51265801,42487295,18931760
76314851,29284621,93224010,72174579,80015961,88421556,72301273,54361555,28992511,71120562,56493927,9454610,69267314,18749068,14010138,76695175,14845310,47581556,62744428,24468315,81758395,31669174,84469629,84933434,84668770,98160382,33061257,97990813,43567247,58253930,2955238,37327688
94490459,1174732,89832007,28952609,8228578,99158307,50582750,30860733,48542713,64701430,12317618,27702901,49648961,19380905,67117506,53078409,77106245,38370995,84530296,85086188,22464292,14214365,44322493,22306226,56659307,82122756,56248187,28468382,96174130,43025225,22000562,64081623
23214525,98918055,34211100,99263021,39781708,52810363,71260356,38092211,22391178,64713121,73697642,50964900,98125173,64306716,97639602,52556330,70730519,95518011,40681432,75300146,34558083,30056255,63041959,85650873,6551782,85711285,77003845,25802158,65763856,98957909,5255099,86505451
93004951,96651813,22555466,77322687,24695039,82076772,39551199,71789464,95892923,12005430,76215322,34817404,94985309,60681767,64744387,17884811,32460655,75429666,84899129,68506333,5457251,29582384,79602485,30637726,55192753,26551072,12174934,63121607,59754790,14577007,83992728,91341416
57491305,62246894,83444167,75826928,71232194,77821308,42013873,68751330,31908952,94786378,51392656,15171272,33229815,916916,75699190,27013889,8187904,24841730,47650925,35467014,28590381,97733041,91896166,58808403,24114663,39531712,28697836,30793167,66426615,41103806,12591193,17916160
37731590,47239646,23035916,75298463,69138779,88937870,43874073,80170937,49140287,54673493,4151788,35925334,64321884,92986303,20795406,12838833,14668702,89155630,86908320,55926460,92914566,72606905,18863295,28743738,9285944,5465777,25246814,89804606,57128487,9342832,36927388,20764646
29272989,57808164,18312205,42246618,1450922,17632365,10415580,43801917,1819707,90153256,33695242,48156024,47422059,83392188,85901981,88532465,25199717,12292074,71752458,49756575,49593612,16966012,97654170,59535705,28229923,43937727,82100136,83881653,91344608,50220720,63864328,37471571
2429933,77506509,18537542,60690579,58628234,17511511,85434522,65117741,120140,37840044,31424584,96683237,51857874,57238185,99686327,38979465,74716639,73036190,99022,30170663,6297252,69801963,17233255,72711792,85303878,54649289,74856079,80661126,91678575,27437515,25146038,55747908
5193004,54102755,5865303,96381258,56126122,57951963,66800631,19689475,80475598,7534253,3755482,90405661,67198359,74516399,39925711,11300102,41136179,68102582,52456760,9773705,76912171,73688447,88285226,47833441,77305880,65930120,47800219,14336404,35383449,46998414,19936582,76026895
83237314,57840468,85664063,19476316,20655033,17771437,38133608,5756480,48660541,38970276,67186804,25264046,21359979,27011907,79377285,82622559,41638607,94289277,31160293,19590084,30125414,10974607,26642187,77310361,64737958,16977021,62249013,39753244,27128296,8140594,54073477,3204928
86152434,94024528,50346259,21091001,45803830,48772694,49862763,55978489,81736284,9611874,14025765,21681116,48770594,33308370,13055329,83016672,81707768,69722607,85622871,54900953,7554238,77373134,25115368,89678850,26363450,43919523,78950447,86506273,90831210,67647239,81293047,52952275
22961406,68502036,44639691,4020067,27974394,95555184,35051936,56325762,72706487,69954191,40472738,68571312,85836655,23823379,75980856,57584604,71723399,95594814,90451031,79920419,8151405,64850052,24344477,76412497,69553273,73979381,75454085,84736384,19692308,66168445,97231401,69045658
55275258,22687365,20665621,3281374,30988953,33733038,92249676,34359971,63472685,351233,25337112,34900306,62001599,97363965,49549346,15105480,97551380,35760673,41043881,96253701,31279569,40356804,53183927,53921950,37415380,65624525,51882505,21841073,81406334,10762875,58514149,99667276
33468911,50574136,54300122,64729170,21438603,34035696,82960889,20540379,63160942,15548270,27442390,74576455,25578778,40698836,10486866,29689081,59099046,9782797,10610556,23963808,92810449,47155517,59227503,79853965,39164914,94698299,68111049,43908384,78723896,32965486,98292201,80051819
10376831,62852990,55773770,99942723,35928967,30007873,43067317,18636300,24472937,54232659,98858647,32784416,44288978,43574928,69382426,56866166,26473011,10407467,60745368,61424764,79722788,86106990,86124771,44762009,2765771,71423735,92793687,90197942,16935874,70720641,53552476,91319080
6700751,33546529,91533501,32958991,61267973,54940435,28017690,20956400,87627927,79765977,92531395,88527582,82742295,9244648,13560838,33038323,1279935,90745510,18342550,51850570,1505786,17998641,69836578,88334271,63947956,89686911,108492,17778207,91317216,96395747,22707167,99231672
71295073,88052936,94253816,10401353,86036584,64499858,4356403,53164588,35221880,79268898,46821855,45850979,41889900,49271322,36040805,29146603,54847921,5149188,19069141,86315003,57521615,69020621,32474511,2882454,59092770,7539721,11714956,27037765,67234937,97836532,82179863,34160793
86006879,53039460,77225383,84911018,65424855,3503220,57262566,32044193,38669481,97958213,59556176,85521556,66411161,21441088,31193897,16738437,96350462,62629230,17776047,53190676,93180122,8799348,85165972,68398438,68874644,17100457,51715187,42644912,54685325,95610772,16555707,54773979
75601471,95746944,55286208,43317421,24379057,90892161,53381843,12449358,91037220,91259778,82074206,40537821,71925583,21271734,60271170,66461372,95802369,52217112,78508808,79240178,82814886,50438427,3886505,82892312,90958356,81580918,98042611,74495884,45161553,25876906,9655284,81406942
50914049,5193208,42646071,39958183,63493880,50958800,6852611,29618101,13957670,7991736,84133917,75156996,77204180,76368170,59990281,96725447,39113442,81647678,68623132,12857347,75305515,94038382,74016974,85431686,64006538,35726216,38473689,15279214,71308106,37597616,42505556,6666870
26721675,74204767,68090415,94474623,83498355,27314690,66006647,26708759,31562271,3179620,17949565,89612042,59203483,94309707,54706223,39127094,13873779,27059962,83349647,55076339,24863416,49427357,6861200,16428626,37688315,22202527,22287814,28837555,53805125,18081848,67944476,84867183
29900896,52743133,30866872,40044265,22687707,88488426,25931352,97645598,79806850,80398492,3677661,33718987,15377767,16243899,27408980,26484219,95990680,32422041,74908322,11889799,11866669,28576862,30241596,48949317,10271427,85426110,4543774,40305376,99748501,6052086,43245418,47283460
81273027,82371621,19062646,87757298,93419156,95827346,37067888,56529345,28398788,51361064,32153522,73408680,24725576,14017871,20732640,12470234,65289576,7289380,44790396,52135311,54012442,87617961,69703263,67649509,89285747,10714033,42090420,69122774,47070925,35753846,30845941,69999209
80949950,14504812,75640945,13844048,86864197,3781792,21635840,53620838,69267451,13414963,64137187,35651012,24561331,49280370,83932903,5535128,58624363,19922133,536164,69042414,7311262,88647401,61192306,86349308,16486145,32594798,67875065,80980135,25263483,36213888,79194046,52485773
22961276,95377604,25067212,71087938,74264871,29052853,81733162,20576805,62199913,85315910,95843327,69612969,2670666,51500229,20210942,49207307,22182867,90780171,40121659,94488121,70948189,98405069,42709470,44663701,10912554,44628214,78973792,5876700,14744504,44380664,91635022,69451449
839820,59983615,50824071,36118655,91922572,80437947,19628013,4234373,19796236,94512452,43547454,61059828,28989282,16505624,80967969,90787734,99057651,25531785,5902062,68859261,96136789,91197908,10487424,69328491,42482040,25206562,52314706,9826500,19891135,83959655,73531170,88243988
15576325,48501048,33636152,33858419,44995885,74273887,74645012,48698896,89741209,11213742,66843034,13586512,6620160,2734072,31577104,92157424,34337805,66731589,79750309,11527333,5479142,18266412,41683064,86087392,67462966,63053742,94683115,52265897,18921965,91770247,32314826,65956366
72639563,78608622,86429336,63119621,71447150,32211720,49954837,66895306,23241053,34046,78098794,60664386,92914288,40868231,52129399,20869055,86319392,54751540,30380346,83288894,19653119,88812612,99889146,27847500,68788649,88313446,20350538,16293562,77252272,84910243,80680623,45138963
5612642,574579,28637878,31832546,65062674,80106997,90840660,69370562,53298278,83246228,70877634,86787982,33063480,2356371,9833421,97075986,50511786,49060654,88414319,51327723,91205279,16381199,4058881,49245745,65246450,25746556,57751755,22761916,45940889,17270063,81882987,81838428
54108301,88843140,83001751,3935857,35282416,8014327,37113560,75393118,25912070,10666567,73441512,40300244,34015456,2686337,49319165,3328011,21954158,6585315,26800405,52977445,36279205,74824587,40531805,62297190,24895998,26568858,47103883,48875553,2999350,77862933,36062061,46312841
48019576,24660093,98255834,4874233,83263685,4205570,37814862,90262259,8460608,1119311,85967642,67513086,60366798,51542628,10561186,18533143,84688861,52600790,68847465,19490724,41201720,24634301,69123951,77643786,68957624,25990454,85262737,51959445,10957805,80730763,92038597,69828233
75897508,21052900,31543495,96341214,76214135,73062088,16978749,22915516,31196605,20003634,6536852,82178413,64916868,17387417,96780559,21595008,9641265,19098212,96250164,15230084,55948829,96662702,16866888,36153236,21861685,86284552,47076427,19065125,56185465,4740073,76835512,18844927
55931933,22605791,92979555,2479278,93447814,25812783,15247308,88969562,69926489,99375704,87810852,86038179,24502650,70641782,12541348,50393861,8271637,76446734,66615369,15251569,52080503,15239847,4028522,90178749,55947753,39274863,53498228,71585238,84363396,91892791,46961392,67866712
10879189,89312514,98826689,24796248,59109192,28287547,34796685,92004984,72074473,46249100,88888174,66887120,83589287,44197064,82746828,82044217,35069300,1536718,88367348,37955564,39683440,53567140,25876918,27231365,72783778,73602172,54371987,40805509,69015283,90969649,66784521,28462278
4523438,60650942,10883361,74802861,6799935,72930398,55352214,68872587,55969218,84989813,33973034,46820038,97296710,97137180,29882180,67019712,74975855,95393260,19373450,46169318,50556782,71259724,20647781,1633348,75000302,16708782,41244342,72125309,89442347,33805192,93940070,25066829
39741730,15993017,69177754,71624286,5963566,64733625,75735634,65789059,21402827,40871143,60081275,55762268,36528051,55323742,39018334,85912528,41757238,41202672,29226466,70664102,62959528,36269738,61076798,64550647,65192962,30550122,86415294,62345379,18820518,54517558,33405149,14205485
75734084,46504485,42961364,28349133,67767270,24473349,21903197,7749322,32488050,29155527,46755141,84700508,21211295,59826820,83183113,86421770,50543431,10708586,11933777,35610331,55668798,9048907,52846409,48900521,29804445,83191452,95672818,33617160,70617045,48047109,49623303,65801105
57512276,71793624,25097927,71750247,59410212,35013624,74095572,20782681,10743061,30816744,91446641,82889996,4733617,14530226,16419807,47387905,5465130,66920664,86675228,90306619,72674431,32865285,47506053,23444625,65850000,48823732,3790193,29853143,23957873,76999105,90760787,70204982
41549248,32954947,78062018,6743886,70981109,74019227,40788898,62684947,88998935,58620063,97898414,75782247,1818487,56451959,75693809,49129150,8643484,18078419,90048698,69232617,43342437,34697518,7108924,71895408,65327611,49535488,72411335,12543451,22193098,21343268,9798398,5648253
81693755,1368778,33716478,24888486,43109173,16872074,31757897,17615634,5058637,67568793,88301192,80569650,87128924,98222076,5641969,71338145,44678764,9707078,61277373,36815414,28997770,84155044,34179874,92704814,15317529,18059271,62320043,66581901,11528612,11542908,94535167,65819385
19132260,55053618,47717297,62566395,47962327,64936756,33876917,5171976,49776188,12915766,774234,86521286,81046588,13250513,86151319,9344358,88933092,96770645,89267903,20003464,40032100,39427243,19136564,99205629,841194,30237232,52668140,34536943,84798758,54090629,42336888,5394821
43937864,73657261,92654117,30873693,56179438,43397137,73626235,35947305,45823381,50260223,28043446,86044600,73768772,21350353,57637238,82781022,41861561,71487071,30586806,33065999,89051084,70256234,98807676,16114023,99873770,13136519,41804200,8946060,31661937,44821246,67003602,18121811
84983719,92874808,3606364,88782228,63075271,8319650,97248489,14241176,55418867,93246354,38018174,30397859,47856386,33958664,59961308,38194798,48564279,13761620,92794913,46697133,78504172,15802515,75592692,6960142,40098054,67166816,44228551,67021872,80290000,13332888,95753868,18156575
58321712,66969712,21287257,62724497,4584305,21591877,33769370,66821431,33146591,70718795,56901864,37805775,27720784,50567417,96631992,73716720,20272248,74478607,73462514,68061900,18170927,16868116,488461,45758655,99431264,48235734,10898276,22051684,29730984,70615180,62252126,3026766
14693236,93838619,38245709,55424744,88212088,80777453,16386329,21317694,18073728,35079220,63511412,3444684,6542008,41305708,19887958,82768279,21457539,70731018,10782345,5698981,13462127,87309119,4318735,94019799,7960669,32021820,10659958,35196196,90847534,90284351,99472118,95548057
72284305,5093697,57278611,75996372,60586862,91701877,22081093,25102495,27834151,79000994,40422036,80940128,24284295,12282376,38335698,27011903,8753506,92913513,89038825,87807177,83943614,43402738,92977661,37779463,23262261,39680276,33989163,92449256,54571962,12713817,16647885,51260646
80172188,4829989,72727369,54291144,43992343,85625670,63560308,9859469,72964425,88078420,57296532,5885132,70693404,11429371,89908468,41992739,77059889,75694293,4962490,79246749,31962390,56616659,41637844,31548460,19770423,63298464,27286181,78674558,87834299,91637451,5199475,28341728
90469445,4456566,1784403,42459830,23818501,96129453,91519192,85797685,93327652,94021097,12356981,42863492,72651020,26283509,73534658,71653434,12577770,52612609,83159178,23209602,69758688,76886040,9661694,92534469,97330163,119675,80939903,78975665,61097710,16114113,98042848,86539019
20750544,24000747,38330971,20688402,72005302,45260702,31331926,81913025,68396310,9115644,97472982,99124645,31575423,63774548,69433127,94606222,62411741,43885614,76337567,67277060,67927482,22972692,17079456,19430320,56719763,56363986,73620931,24311000,16984990,87453672,25924199,13665533
70070162,26208113,53155206,10759647,43389449,34058066,7971704,68059707,73619121,22340475,53992647,66461430,75734259,90692844,39877156,48351689,53853053,12390149,95506669,37726393,62154711,11233739,92140348,49284070,13738886,97205698,7465717,34690300,63561885,53856391,99297657,88188461
32436684,25863541,15356727,64527817,54485403,40195878,56747590,51435474,10568898,20409963,9846026,65475602,25095690,81335803,95392506,64474020,9165268,65517139,72063292,78437474,15305511,67721311,76914165,48866951,9544339,82521524,60798385,4465536,9023953,29388755,40845004,16271582
41527322,41429930,69121243,87304476,93185761,24093305,59870926,1908151,73522502,53759151,61051925,3869761,93016254,16403941,5803765,74542291,26625620,72581380,85689689,14646333,74252697,32214981,59911198,96801744,41471592,14612539,19926212,79775007,41832810,44640992,12786658,38572342
43975537,44685563,63600706,16666402,7011689,21382433,37845750,40047980,18544024,81784746,56723828,10763868,24769813,1969310,76653855,35594936,41898942,20001556,33479911,81874540,59676619,26067382,49931337,8831990,362485,10902349,23330324,9286942,83059800,93419913,17089287,20466036
97763608,7251772,16480112,81363057,79453644,7125615,20800787,69717000,98806161,12804931,97653976,40239038,447034,10802885,5644670,2666857,24316988,29776594,33627160,72484542,27107602,50094456,27199651,84568745,54374469,13293508,17500546,31879870,93568706,71013577,16027180,90167251
99750649,70444282,79223377,80372869,50464076,98492304,39855871,38300095,25222727,45354777,99029177,64222328,47134898,41673869,342335,94038290,43195384,716999,97869594,6072219,846584,6262165,11789737,77339965,33009748,74023217,4943843,54473932,41753403,96131103,17359234,71063374
23580854,26844287,18086946,37075957,23344453,7495534,52228440,44518255,99004927,12800478,16571074,42269824,65201200,71604279,66827779,26131339,44675070,91620276,86284923,39792745,81336847,22331417,52008452,90919261,57370395,84426301,852808,18867483,93016637,36581068,22463923,21016896
16207710,94191837,77270613,16433179,41845798,55253006,75714432,73642415,39818479,74513776,3954298,20832764,99623012,10699717,25158855,10144617,99130287,51043105,9885308,27478859,99361676,229936,14489569,32499840,47827397,35396548,79809991,1139941,10790643,942630,21554721,21123502
95908221,25584867,41492095,14550848,61224774,96167654,10803731,78867966,45336067,39565180,66874967,10941339,75582025,96556335,34066682,13879776,69715557,84032788,1006378,78031638,6970856,10810807,66094181,16663519,2047044,35149257,18449244,29048058,7112141,28264437,31507365,42734559
58027373,10484479,45102236,1526126,54161170,60554641,10278833,62557625,11015743,86055674,4384995,72990884,14344160,38318694,66391050,1666756,8427947,1694780,91047161,35816869,76004902,82529724,38244552,71830069,34914916,73579985,4973841,94040585,89720796,30361838,41046851,18667218
8591427,40308575,31534503,98454991,28854343,95100023,97682891,9286742,79781297,5608223,98132647,94520923,3521553,63024486,61579824,33641106,98726168,43786427,52299228,16398126,46892059,98624168,19593397,28501231,55797515,83911782,64957652,56681000,49477667,94678714,92583965,49119418
95984037,81320637,8673460,93665386,19024561,98307085,74891040,38646207,91799688,5240109,79449416,14913916,59322804,64109870,8260449,74340305,58450884,56526359,12406629,99328406,63922711,8894855,13441378,55076618,43043265,75893079,4041605,25280616,28234040,48152828,77174123,84076170
93806615,87339656,39673153,77268543,80122900,65046444,34913757,87148503,57359559,54854322,73634968,57697053,31902604,59708040,13883705,48263890,37271099,87524066,41967052,38919204,2523203,39498234,59931516,88083469,17433673,25119532,34868035,75280877,69136198,5741017,43767705,40836998
69283754,74309133,26464676,54519589,17116555,29113506,93241927,19918995,64858098,7619178,52604310,64989729,34973673,78205003,45409587,87168512,87079280,31062778,88181416,68370599,33060796,89409791,36591208,34805870,26635547,67535324,56259547,19053775,97907026,67793275,64333639,92569317
23267321,28219719,19379339,30148677,95824204,59664288,79130834,568637,51773645,65512483,59320366,70292873,7125719,71380861,19433924,19812896,42763695,4497534,14981178,41342520,69370159,38927229,41461295,2538253,63367543,56803009,48277169,63195293,88486504,10218839,38548826,9196575
13059774,61749566,25205507,57989266,80184403,47599516,9255600,83110960,83425324,28476291,652678,8716369,55760150,1185467,86840472,65310979,31446159,29074367,28420638,67888726,49989135,45639658,71630088,33654668,2773669,42740704,59552910,39973149,30198739,83897854,27845253,97651965
